,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
10,65.54253,87.33496,94.554214,101.44374,110.071526,112.0057,108.08975,111.433876,115.81617,117.141365,102.313995,101.843704,108.66623,112.35746,115.97726,117.57496,124.44258,132.73824,138.53212,132.91837,131.24585,132.79256,135.17348,136.94984,146.25674,155.61385,171.58556,178.00986,202.66452,All tokens,3,6, 0,0,1,chart,1,1,1,chart
11,58.985493,81.07903,88.14746,93.291756,102.25352,104.51595,103.68993,109.84041,118.23077,120.11576,104.05568,101.87896,110.182335,112.017715,114.73638,115.92915,121.94095,129.28023,133.98778,129.0961,129.76741,132.04112,138.58922,141.81232,155.00989,166.93423,183.28537,195.0325,224.77449,All tokens,11,46, 0,0,1,chart,1,1,1,chart
12,50.858124,79.49953,89.61066,96.082115,104.25269,106.168365,103.41841,108.71749,113.5176,116.77507,97.45902,100.9841,109.748,113.85864,116.23104,118.53367,126.2807,132.92224,139.4966,136.21848,136.05287,140.36676,137.31728,139.54211,149.26425,156.41849,166.54958,175.37639,190.62634,All tokens,27,97, 0,0,0,table,1,1,0,table
13,34.086132,59.40318,68.79504,76.12389,84.80741,88.157166,88.29676,95.45871,101.24996,105.19338,92.906204,91.39511,98.30714,101.071785,103.65765,105.208374,112.52501,120.8014,126.14997,120.41213,120.41167,124.22891,121.69739,121.138626,128.74992,135.28767,145.08098,152.2849,163.0575,All tokens,29,100, 1,1,1,table,0,0,1,table
14,25.436552,34.16058,36.780422,39.02728,43.854794,45.899437,47.502567,53.99171,62.442276,65.90412,61.84778,62.88873,67.715096,70.80548,76.83176,78.979355,84.007515,91.25097,98.43945,98.57799,100.585266,103.88716,104.8035,104.1479,106.35042,110.8986,126.340034,131.92148,151.00566,All tokens,64,203, 0,0,1,illusion,1,1,1,illusion
15,24.861122,40.240753,44.428604,48.33306,54.773094,57.758476,58.604233,63.77162,71.11213,73.874146,66.51093,65.55196,72.30659,73.733665,75.7228,79.60673,83.876236,89.91837,95.10392,94.42165,94.99936,97.471565,99.08851,100.716095,102.4655,106.49849,115.613014,118.32996,141.38689,All tokens,77,236, 0,0,0,math,1,1,0,math
16,63.52342,74.2692,77.75541,81.741905,89.4504,92.16237,93.80957,94.99447,100.58843,102.74653,90.38712,88.60684,92.66949,93.22834,95.32807,95.52579,98.85863,103.089806,104.689026,101.39544,101.64862,103.001076,108.92303,109.9869,114.38939,122.61246,141.88084,150.20557,158.46906,All tokens,125,341, 1,1,1,figure,0,0,1,figure
17,18.836676,30.07474,33.16819,35.49397,40.305622,42.16642,43.017864,48.297604,56.555588,59.182735,55.73631,55.815006,60.720955,63.042393,66.81877,71.50758,76.96527,84.94587,90.64872,90.4361,93.424995,96.60718,95.990616,97.77103,101.99592,107.91388,120.72678,121.25299,138.1268,All tokens,71,218, 1,1,0,illusion,0,0,0,illusion
18,34.91247,56.10246,62.768833,67.70699,75.142235,77.67192,77.500694,82.966545,87.66361,90.09091,76.231125,77.71953,84.00359,87.55304,89.69018,91.77912,98.35679,103.73583,107.57018,105.04225,104.864044,108.42726,103.356,106.952896,109.523415,117.96255,125.95211,127.56142,142.92395,All tokens,25,90, 1,1,1,table,0,0,1,table
19,32.461853,48.296036,53.13088,57.245415,64.44481,66.770355,68.15994,72.436104,79.651535,81.70945,72.281494,72.669174,78.83261,80.801765,84.958466,87.32305,91.8772,97.521545,101.98147,100.78912,100.69578,102.03308,103.74355,104.94277,106.8377,113.40248,126.51606,133.21037,153.77441,All tokens,91,269, To determine if M is,10000,0,math,1,1,0,math
20,37.032063,48.351955,51.83199,54.9844,61.018578,62.99353,64.01652,69.49818,76.43546,77.78823,68.76873,68.38888,75.32996,76.95205,80.680145,81.38779,84.69871,90.29756,92.44569,90.32693,92.87325,94.29262,95.60694,94.92786,99.99075,108.478546,130.15584,140.59116,150.38353,All tokens,83,250, 1,1,1,math,0,0,1,math
21,29.58049,42.970116,47.38513,51.295475,57.70934,60.212986,61.919838,67.03386,75.00755,77.58023,69.92249,70.20329,76.38172,78.88142,83.43616,85.87775,90.98876,96.440956,101.59119,100.593704,99.69111,101.19484,102.71209,103.75552,104.93802,111.63598,125.48589,133.40419,152.78304,All tokens,89,266, To determine if M is,10000,0,math,1,1,0,math
22,12.592931,20.048058,22.308155,24.5587,28.41968,30.456512,31.58689,38.230133,45.688786,49.65943,47.624203,48.818657,53.436264,57.202168,61.842323,65.6878,70.93067,78.50944,84.70399,82.51059,82.61146,83.510475,83.02932,83.104614,85.08626,87.23636,95.63814,95.50187,113.01892,All tokens,69,216, 0,0,0,illusion,1,1,0,illusion
23,26.934807,51.56612,67.716255,84.29555,99.284035,106.366745,106.9905,120.589035,126.51635,127.41182,114.82433,114.5775,121.23606,121.94553,127.2664,127.09895,135.42943,141.8989,146.07057,140.92427,140.81612,149.26012,157.72484,169.98071,187.63776,204.36287,222.73676,237.57057,255.53218,All tokens,53,163, 1,1,1,ocr,0,0,1,ocr
24,28.742659,39.896782,44.16426,48.412457,53.722256,56.746433,57.813583,62.663116,68.175545,71.549225,67.113144,65.795166,70.021286,72.04998,74.77632,75.75346,78.56115,81.80278,83.13774,81.14776,82.739815,85.38502,88.543236,91.366356,95.96192,100.56929,112.37205,111.75325,120.36213,All tokens,135,367, 0,0,0,figure,1,1,0,figure
25,37.88395,49.35257,53.74261,58.27297,64.65448,68.26074,70.62935,76.71666,84.31283,90.47047,82.97003,80.920715,84.592705,86.11715,87.03805,87.55119,89.228836,91.19315,91.42636,88.87109,89.43198,91.7638,96.04542,98.21071,102.55769,107.03131,121.67046,122.01499,135.8701,All tokens,131,358, 1,1,1,figure,0,0,1,figure
26,22.860994,33.31608,36.382584,38.70064,43.82471,46.2611,47.038475,52.293957,59.702797,60.73199,58.264275,58.949276,66.44879,71.845024,76.89318,82.250626,87.59642,97.993645,103.62677,102.07887,104.84394,107.36009,108.634254,111.26333,115.189125,125.90323,139.9546,147.506,163.10446,All tokens,75,232, 0,0,1,math,1,1,1,math
27,99.23761,117.883995,123.53559,130.83739,139.29076,143.84697,145.86162,145.46529,150.13647,153.89069,133.17004,124.61585,129.18434,129.46974,129.78188,129.43135,130.07039,132.82828,133.47041,128.39561,130.1402,133.13481,139.52382,145.54466,155.28296,170.45651,195.62924,206.98718,218.2147,All tokens,130,355, 1,1,0,figure,0,0,0,figure
28,30.950533,45.834152,50.61401,54.498035,61.40957,63.734745,65.4099,69.90379,78.24991,80.17219,71.09752,71.36612,78.139725,80.47711,84.970375,87.80636,92.15881,97.60226,102.69367,101.66292,100.84605,101.908356,103.35584,104.294464,106.20852,112.863174,125.39678,131.15808,151.66031,All tokens,103,285, To determine if CD is,10000,1,math,1,1,1,math
29,71.31863,97.30082,106.014824,110.973976,117.39109,116.65347,110.33233,112.21825,116.412025,117.06409,100.790665,98.31801,105.67975,106.76967,109.534904,110.85424,116.52876,122.52532,125.85029,120.302505,120.695175,123.67315,125.91446,129.7241,138.6218,147.52808,162.46587,176.44485,200.8615,All tokens,0,2, 0,0,0,chart,1,1,0,chart
30,28.423367,43.25722,47.387516,50.75468,57.047695,59.427486,60.28613,64.26201,71.527504,73.41528,65.20004,65.55316,71.20945,73.5398,77.46187,81.38104,86.650444,93.113945,98.39413,97.585686,96.545685,98.0821,97.82026,99.761055,101.23316,107.02386,116.77167,121.15567,143.40729,All tokens,97,279," To answer this question,",10000,0,math,1,1,0,math
31,42.525158,63.77244,70.28234,77.73624,86.88491,91.56,94.44268,98.937904,104.59537,106.81829,96.30949,95.73216,101.236145,102.24275,104.582954,105.04199,107.70311,111.11568,112.31166,108.93144,110.46088,114.16842,116.93705,120.21163,121.25224,124.34578,131.35794,133.03734,144.39468,All tokens,107,297, 1,1,1,ocr,0,0,1,ocr
32,77.63381,107.28884,115.64344,122.27651,131.68831,134.13702,126.92828,130.40825,134.00584,137.44182,120.70261,118.5205,126.84055,128.02844,132.8955,134.43208,140.37587,147.27962,153.96988,149.97755,149.73088,155.58076,158.22957,169.00803,188.27301,198.05989,204.62448,191.64757,205.5738,All tokens,20,76, 0,0,0,table,1,1,0,table
33,74.12609,92.738014,98.506195,105.49512,115.471695,118.411476,119.904076,124.32829,130.40344,131.13869,114.80086,111.02484,114.60034,114.22581,115.65187,116.503044,118.330475,124.255035,125.80967,120.16383,122.49207,126.06368,132.5471,136.8627,144.35475,156.63837,181.69026,196.39256,211.64238,All tokens,114,310, 0,0,0,ocr,1,1,0,ocr
34,18.350111,28.736967,31.451578,33.75192,38.494873,40.613506,41.62858,48.089394,55.422733,57.844555,55.60658,54.671276,60.74308,63.63702,67.33134,73.91005,79.29043,89.028275,97.77559,97.534195,100.30321,102.714005,100.5319,103.68796,105.89196,113.02205,129.27591,132.74577,152.93465,All tokens,54,172, 1,1,1,illusion,0,0,1,illusion
35,29.500711,47.064774,51.438244,56.725246,64.86801,67.78497,68.65998,74.70562,79.27719,82.08293,75.29929,73.142105,75.30561,78.77685,81.52027,84.43265,87.759476,91.59597,94.74074,92.58244,92.51338,96.40436,96.358826,102.97607,117.55152,130.85005,135.71683,129.66486,149.21779,All tokens,43,144, 1,1,1,ocr,0,0,1,ocr
36,24.309425,34.958237,38.224136,40.852367,45.98116,47.57039,49.218098,54.034286,60.682953,63.495743,59.868515,61.018787,65.39468,66.98864,69.79302,71.38143,74.46512,78.56107,80.403275,79.26552,79.11995,80.809006,83.337,82.457695,84.42769,88.665,97.99025,97.502205,109.827576,All tokens,127,343, 0,0,0,figure,1,1,0,figure
37,45.373653,68.63341,76.43167,80.94463,87.86374,89.57315,87.69296,91.94768,96.53818,96.34789,82.890785,83.381516,90.645386,92.30112,94.719826,95.642876,101.60927,107.19527,110.882996,107.63556,108.31869,113.5189,111.01595,111.31661,118.52541,124.25047,134.88521,140.2121,159.37654,All tokens,19,73, 1,1,1,table,0,0,1,table
38,18.19054,31.249928,35.517902,39.20924,44.47882,46.612484,47.319893,53.606377,61.272415,64.537186,61.402977,61.490143,65.33973,67.1278,68.4108,70.10317,72.805244,76.2136,77.88665,76.88347,77.56314,80.513275,83.65535,84.896866,85.05952,86.85094,95.7345,95.902534,107.539055,All tokens,123,337, 1,1,0,figure,0,0,0,figure
39,33.584312,48.58727,52.949436,56.09289,62.57136,64.73036,65.130135,67.75498,74.17032,75.199646,65.54571,65.99871,71.54207,73.49675,77.22318,80.780304,85.86944,92.28448,97.22564,96.53998,95.321434,97.062256,96.467316,98.69382,100.21275,106.39443,117.912155,121.78945,141.03801,All tokens,100,282," To answer this question,",10000,0,math,1,1,0,math
40,44.913494,65.16881,71.34411,78.01259,86.97067,90.5121,91.71887,101.29584,107.972046,113.6349,101.76593,100.43861,108.28114,111.48734,117.500244,120.86501,129.58629,137.98323,145.20514,140.50363,142.0969,144.83408,145.97498,145.32234,149.98657,158.7645,172.67374,179.33965,212.55414,All tokens,13,52, 0,0,0,chart,1,1,0,chart
41,25.02515,35.305862,38.692825,41.936935,47.591885,50.301613,52.482258,58.894463,67.235176,70.72648,66.02135,66.53853,71.39617,73.15107,75.27704,76.563866,78.57884,82.59802,84.79216,82.732124,84.8946,87.7076,90.41872,92.90381,96.77463,102.77559,113.68824,117.88596,134.17285,All tokens,124,338, 0,0,1,figure,1,1,1,figure
42,30.42247,56.50254,67.45615,79.26189,89.09542,93.99512,95.2675,105.01211,106.20107,108.245415,102.70484,100.31196,103.63596,104.98516,110.72666,112.713455,118.7552,125.946754,132.83841,131.60287,133.23546,136.91348,138.7174,142.90154,150.36238,155.65282,166.51242,174.87593,183.70744,All tokens,48,154, 1,1,1,ocr,0,0,1,ocr
43,58.842026,81.26478,88.45448,93.63907,102.636696,104.89115,104.029976,110.204445,118.59512,120.48667,104.333305,102.157364,110.51461,112.34659,115.07,116.267456,122.27638,129.66508,134.41754,129.49054,130.15416,132.40901,138.9721,142.19177,155.41563,167.3956,183.75641,195.77716,225.00035,All tokens,12,47, 0,0,0,chart,1,1,0,chart
44,26.817844,43.842834,49.054646,52.983456,60.017517,62.60288,63.588673,70.33337,77.59211,78.96628,72.67077,73.63303,77.891266,78.912346,82.64802,84.37332,88.25168,92.703964,96.40064,94.21549,93.114655,94.165855,90.824425,89.72478,88.88893,93.06583,100.40972,101.048065,117.25576,All tokens,45,146, 1,1,1,ocr,0,0,1,ocr
45,29.501007,47.070766,51.44049,56.72982,64.8855,67.81592,68.69643,74.72036,79.31399,82.11546,75.34125,73.19504,75.3587,78.81025,81.5546,84.46756,87.78287,91.62599,94.76753,92.611275,92.55979,96.481445,96.43789,103.07133,117.67114,130.98471,135.86655,129.78992,149.32399,All tokens,44,145, 1,1,0,ocr,0,0,0,ocr
46,23.498466,35.323704,38.822712,41.797688,47.3154,49.730957,50.532864,54.936024,62.80135,62.99768,60.012222,61.23929,67.41293,69.463554,71.65442,73.31942,76.51675,79.61712,81.19758,80.18508,80.806885,82.33911,82.91604,82.80727,83.86707,88.28526,98.945404,97.659195,107.00391,All tokens,120,330, 1,1,1,figure,0,0,1,figure
47,53.563553,76.66075,83.884346,87.07586,94.28026,95.28518,93.03294,95.86661,100.17917,100.035194,81.98237,83.679214,88.80657,92.36532,93.651665,95.78436,101.495766,106.766464,110.03763,106.42286,105.469826,109.05679,106.23232,105.794556,114.28035,123.03601,133.9456,140.6501,158.3082,All tokens,33,106, 0,0,0,table,1,1,0,table
48,51.106247,71.49684,79.089966,85.95132,95.04,99.14248,98.02926,102.24108,112.36984,114.778404,95.51818,94.61148,101.04277,103.10456,106.280556,107.70759,113.5541,120.57582,125.87699,121.10934,121.74881,124.517845,126.71789,130.6733,143.17326,154.09416,170.05627,174.26643,214.96542,All tokens,5,12, 1,1,0,chart,0,0,0,chart
49,21.508774,29.749048,32.172626,34.339684,39.486504,41.807842,43.381916,49.48064,59.267563,60.464767,60.29757,59.71461,66.88484,70.986336,75.50442,78.185974,83.64494,91.453354,95.70666,93.17977,96.544586,98.83983,101.64726,102.25795,107.211174,117.100266,133.08168,141.41432,152.49197,All tokens,58,182, 0,0,0,illusion,1,1,0,illusion
0,55.110367,69.18272,75.6806,79.80394,84.8587,85.73597,83.12625,88.125565,93.011116,96.65679,80.399216,83.84096,91.7166,95.7966,98.229675,100.46494,107.69613,113.896935,119.791725,117.21178,117.42127,121.26121,118.44452,119.48589,128.36986,134.37659,143.93768,157.07623,169.16203,Img tokens,28,99, 0,0,0,table,1,1,0,table
1,56.341007,65.84161,70.39306,74.66622,80.763054,83.77175,82.311554,86.42909,96.15123,98.85335,81.91245,81.09055,86.68053,88.89619,91.94303,93.39777,98.815834,105.505486,110.363045,106.436455,107.3823,110.00558,112.20969,115.02469,126.659424,136.19034,151.96303,161.70451,194.04474,Img tokens,6,13, 1,1,1,chart,0,0,1,chart
2,18.25934,23.860144,25.254416,26.13766,29.040821,30.153889,31.138176,35.75364,42.806973,45.917393,43.816875,43.807426,48.36498,50.846878,54.353107,58.278194,63.57824,71.20802,76.70133,76.48122,79.53335,81.945786,81.27055,82.67355,87.465744,93.38656,105.86197,112.26766,119.69638,Img tokens,70,217, 1,1,1,illusion,0,0,1,illusion
3,17.41656,19.156036,19.774817,20.417332,21.925333,22.743279,23.47051,27.914185,33.15794,36.06495,35.08446,35.93716,39.71173,41.369366,44.61735,46.075073,49.1775,52.69634,55.59762,55.85366,58.214733,60.333694,63.27091,63.20909,66.33729,71.0227,80.47297,84.37775,85.047806,Img tokens,62,196, 1,1,1,illusion,0,0,1,illusion
4,64.2329,68.750854,70.49987,72.244965,76.84088,78.40917,77.474464,79.44022,87.22579,89.80971,76.33289,76.8425,80.945984,84.055435,89.80915,90.74412,96.24989,103.08946,108.00015,105.916,106.21034,108.17261,108.30587,108.64593,113.91458,121.84242,136.95952,141.63823,143.95888,Img tokens,57,180, 1,1,0,illusion,0,0,0,illusion
5,48.45732,50.748703,52.611736,54.086525,56.903973,58.099865,58.980007,62.733555,67.21668,69.70156,63.39663,60.618347,63.680546,64.34345,65.926186,67.161995,69.432,72.6344,73.502815,71.709625,73.17594,74.09082,77.97031,78.96628,82.18421,88.111534,99.17795,111.14143,119.521515,Img tokens,35,112, 1,1,1,map,0,0,1,map
6,35.78568,48.582058,53.093983,56.390297,61.48985,63.336143,63.436935,68.61141,72.852745,75.64291,63.716698,65.162094,70.68181,74.20913,76.438156,78.33357,84.61736,89.61152,93.19363,90.96516,90.71773,93.929924,88.8513,91.52246,93.79159,100.8494,108.26953,112.874374,124.55425,Img tokens,26,92, 1,1,1,table,0,0,1,table
7,55.44827,69.60935,75.89252,80.51139,85.87917,86.84564,84.622,89.5917,93.97747,95.78518,80.93688,82.29762,87.975716,91.31626,93.06995,95.47992,101.807434,108.897316,114.696014,112.6472,113.573364,117.08769,112.32152,109.39956,116.90968,121.95263,132.10504,142.48756,153.76474,Img tokens,22,85, 1,1,1,table,0,0,1,table
8,58.607845,63.713963,66.293465,69.62864,73.76197,76.0938,77.22238,81.268654,85.8269,88.69125,79.98929,78.72029,83.092255,84.18143,86.007744,86.36012,88.71117,92.27925,93.18296,90.76546,92.4373,94.80125,97.16205,99.32774,100.306076,102.66861,109.9998,120.42143,124.547844,Img tokens,108,298, 0,0,0,ocr,1,1,0,ocr
9,74.61964,81.19758,85.22066,89.525246,94.97649,95.86542,91.90998,95.111946,99.39331,101.199814,88.047226,87.58958,93.60822,97.24882,100.3889,101.75114,108.339195,116.27128,121.61443,116.881645,115.55646,117.05204,119.55429,120.32363,128.8259,136.66132,152.55788,164.80864,180.34512,Img tokens,4,7, 0,0,0,chart,1,1,0,chart
10,74.61964,81.19758,85.22066,89.525246,94.97649,95.86542,91.90998,95.111946,99.39331,101.199814,88.047226,87.58958,93.60822,97.24882,100.3889,101.75114,108.339195,116.27128,121.61443,116.881645,115.55646,117.05204,119.55429,120.32363,128.8259,136.66132,152.55788,164.80864,180.34512,Img tokens,3,6, 0,0,1,chart,1,1,1,chart
11,66.34482,73.999626,78.24289,81.16274,86.85561,87.94203,86.584526,92.283394,100.398285,102.77073,88.92166,86.84403,94.290276,96.111206,98.57662,99.760056,105.4404,112.49739,116.91731,112.99134,113.84013,116.09705,122.652405,125.132706,137.51326,148.5287,164.59657,181.94159,204.28152,Img tokens,11,46, 0,0,1,chart,1,1,1,chart
12,55.110367,69.18272,75.6806,79.80394,84.8587,85.73597,83.12625,88.125565,93.011116,96.65679,80.399216,83.84096,91.7166,95.7966,98.229675,100.46494,107.69613,113.896935,119.791725,117.21178,117.42127,121.26121,118.44452,119.48589,128.36986,134.37659,143.93768,157.07623,169.16203,Img tokens,27,97, 0,0,0,table,1,1,0,table
13,34.451473,50.94964,57.94275,63.38028,69.54499,71.84416,72.068115,79.023125,84.527756,89.21505,78.73554,77.417854,83.684586,86.78582,89.16448,90.60222,97.38395,105.3608,110.41312,105.293495,105.5549,108.87587,106.2191,105.084145,111.872894,117.01057,126.24559,137.26093,143.85204,Img tokens,29,100, 1,1,1,table,0,0,1,table
14,26.220488,31.06461,32.267338,33.295376,36.293533,37.401962,38.416023,44.080578,51.403,54.641777,51.551113,52.420135,56.812004,59.775806,65.55003,67.64397,72.62698,79.61002,86.52307,87.07117,89.47642,92.60315,93.66556,92.696144,95.41849,100.27374,115.549675,125.251495,135.80319,Img tokens,64,203, 0,0,1,illusion,1,1,1,illusion
15,26.731487,34.10561,35.76937,37.275436,40.65584,42.312138,43.407566,48.21632,54.247414,57.56785,52.475494,51.02863,56.958374,58.711918,61.028706,63.942745,68.21704,74.0017,78.79379,78.56448,79.236534,81.401375,83.12372,84.434456,86.53874,90.867485,99.80146,108.90032,121.41164,Img tokens,77,236, 0,0,0,math,1,1,0,math
16,72.54108,73.73011,75.10666,76.78539,81.66411,83.02302,83.669266,84.677055,89.6034,92.10753,80.458885,78.19407,81.27036,81.42432,83.23251,83.24446,86.61173,90.943085,92.48722,89.887726,90.16534,91.18433,96.71373,97.24877,101.014336,108.817535,127.645454,140.26907,141.36356,Img tokens,125,341, 1,1,1,figure,0,0,1,figure
17,18.25934,23.860144,25.254416,26.13766,29.040821,30.153889,31.138176,35.75364,42.806973,45.917393,43.816875,43.807426,48.36498,50.846878,54.353107,58.278194,63.57824,71.20802,76.70133,76.48122,79.53335,81.945786,81.27055,82.67355,87.465744,93.38656,105.86197,112.26766,119.69638,Img tokens,71,218, 1,1,0,illusion,0,0,0,illusion
18,35.78568,48.582058,53.093983,56.390297,61.48985,63.336143,63.436935,68.61141,72.852745,75.64291,63.716698,65.162094,70.68181,74.20913,76.438156,78.33357,84.61736,89.61152,93.19363,90.96516,90.71773,93.929924,88.8513,91.52246,93.79159,100.8494,108.26953,112.874374,124.55425,Img tokens,25,90, 1,1,1,table,0,0,1,table
19,35.73312,41.38356,43.461018,44.78179,48.888912,49.868427,51.01277,54.9295,61.121487,63.753372,56.897186,56.810303,62.09941,63.730885,67.76549,69.79149,74.3223,79.79283,83.95966,83.163284,83.40358,84.09136,85.91391,86.49573,88.25235,94.50265,107.003044,118.806694,131.14038,Img tokens,91,269, To determine if M is,10000,0,math,1,1,0,math
20,38.924667,44.45195,46.17149,47.805103,51.79414,52.773155,53.63536,58.62229,64.69383,66.15635,58.353466,57.703197,63.87031,65.41299,68.94511,69.63788,72.873276,78.40854,80.45451,78.81972,81.33352,82.58243,83.69896,82.721436,87.80355,96.27624,117.72082,132.12627,133.69757,Img tokens,83,250, 1,1,1,math,0,0,1,math
21,31.580488,37.19513,39.196033,40.72699,44.39876,45.572834,46.72611,51.224625,58.18914,61.135834,55.913456,55.715897,61.246647,63.64388,68.14415,70.14196,75.22206,80.631645,85.53632,84.876305,84.32308,85.06759,86.59385,87.02937,88.12879,94.49205,107.72643,120.5123,131.95842,Img tokens,89,266, To determine if M is,10000,0,math,1,1,0,math
22,12.153514,16.523117,17.518904,18.446129,20.574646,21.626923,22.35955,27.40967,33.21984,36.928375,36.107586,36.948055,41.09255,44.76606,49.27973,52.64273,57.631954,64.70944,70.46261,68.5587,68.8263,69.68876,69.21875,69.002075,71.63994,74.31915,82.51626,86.429344,95.39129,Img tokens,69,216, 0,0,0,illusion,1,1,0,illusion
23,26.389935,44.77289,58.31308,72.87509,85.72089,91.9365,92.539444,105.68801,112.08888,113.32685,102.25494,102.37075,108.71489,109.62018,114.97912,114.82044,122.98446,129.37086,133.37073,128.77173,128.88193,136.49213,144.3739,155.48857,172.40619,187.37123,204.96304,222.5705,240.29945,Img tokens,53,163, 1,1,1,ocr,0,0,1,ocr
24,39.6668,41.14883,42.02343,42.609344,44.25927,45.54302,45.24666,48.82233,53.25937,56.50375,53.36621,51.121006,54.680298,56.443996,58.810997,59.639942,62.31449,65.357834,66.26186,65.09365,66.459724,67.862595,70.29672,71.83149,76.613464,80.58955,92.84925,100.75487,99.46163,Img tokens,135,367, 0,0,0,figure,1,1,0,figure
25,53.225674,57.086685,58.546673,59.342113,61.72378,62.83909,63.066353,67.10988,73.014046,77.947586,71.3118,67.95138,71.25438,72.2355,72.74809,73.28272,74.74007,76.61057,76.510254,74.62494,75.247826,76.66692,80.32748,81.65644,86.44822,91.05785,105.75158,111.12033,118.956406,Img tokens,131,358, 1,1,1,figure,0,0,1,figure
26,22.455017,28.616587,30.337267,31.440521,34.90667,36.42133,37.308376,42.023613,48.507935,50.20873,48.53724,48.99241,55.741173,60.84672,65.58276,69.96956,75.433266,85.25044,90.55765,89.29434,92.02501,94.57729,95.69711,97.9426,101.7637,112.083275,126.0997,137.02216,144.27953,Img tokens,75,232, 0,0,1,math,1,1,1,math
27,126.36558,127.7025,129.46498,132.18822,136.18599,138.45949,138.5398,137.20241,141.27933,144.99583,125.06238,114.96766,118.4654,118.19644,117.62116,117.167564,117.90468,121.091675,121.410126,117.03903,119.03635,120.873604,126.90475,131.97528,141.2828,155.33429,180.34247,200.37314,203.68936,Img tokens,130,355, 1,1,0,figure,0,0,0,figure
